zip,county,COUNTY
57314,Sanborn County,SANBORN COUNTY
57315,Bon Homme County,BON HOMME COUNTY
57317,Gregory County,GREGORY COUNTY
57319,McCook County,MCCOOK COUNTY
57321,Miner County,MINER COUNTY
57322,Beadle County,BEADLE COUNTY
57323,Miner County,MINER COUNTY
57324,Beadle County,BEADLE COUNTY
57325,Brule County,BRULE COUNTY
57326,Brule County,BRULE COUNTY
57328,Douglas County,DOUGLAS COUNTY
57329,Charles Mix County,CHARLES MIX COUNTY
57330,Douglas County,DOUGLAS COUNTY
57331,Hutchinson County,HUTCHINSON COUNTY
57332,Hanson County,HANSON COUNTY
57334,Davison County,DAVISON COUNTY
57335,Gregory County,GREGORY COUNTY
57337,Miner County,MINER COUNTY
57339,Buffalo County,BUFFALO COUNTY
57340,Hanson County,HANSON COUNTY
57341,Buffalo County,BUFFALO COUNTY
57342,Charles Mix County,CHARLES MIX COUNTY
57344,Douglas County,DOUGLAS COUNTY
57345,Hyde County,HYDE COUNTY
57346,Hyde County,HYDE COUNTY
57348,Beadle County,BEADLE COUNTY
57349,Miner County,MINER COUNTY
57350,Beadle County,BEADLE COUNTY
57353,Kingsbury County,KINGSBURY COUNTY
57354,Hutchinson County,HUTCHINSON COUNTY
57355,Brule County,BRULE COUNTY
57356,Charles Mix County,CHARLES MIX COUNTY
57358,Jerauld County,JERAULD COUNTY
57359,Sanborn County,SANBORN COUNTY
57361,Charles Mix County,CHARLES MIX COUNTY
57362,Hand County,HAND COUNTY
57363,Davison County,DAVISON COUNTY
57364,Douglas County,DOUGLAS COUNTY
57365,Lyman County,LYMAN COUNTY
57366,Hutchinson County,HUTCHINSON COUNTY
57367,Charles Mix County,CHARLES MIX COUNTY
57368,Aurora County,AURORA COUNTY
57369,Charles Mix County,CHARLES MIX COUNTY
57370,Brule County,BRULE COUNTY
57371,Hand County,HAND COUNTY
57373,Hand County,HAND COUNTY
57374,McCook County,MCCOOK COUNTY
57375,Aurora County,AURORA COUNTY
57376,Hutchinson County,HUTCHINSON COUNTY
57379,Beadle County,BEADLE COUNTY
57380,Charles Mix County,CHARLES MIX COUNTY
57381,Beadle County,BEADLE COUNTY
57382,Jerauld County,JERAULD COUNTY
57383,Aurora County,AURORA COUNTY
57384,Beadle County,BEADLE COUNTY
57385,Sanborn County,SANBORN COUNTY
57386,Beadle County,BEADLE COUNTY
57399,Beadle County,BEADLE COUNTY
57401,Brown County,BROWN COUNTY
57402,Brown County,BROWN COUNTY
57420,Walworth County,WALWORTH COUNTY
57421,Marshall County,MARSHALL COUNTY
57422,Day County,DAY COUNTY
57424,Spink County,SPINK COUNTY
57426,Brown County,BROWN COUNTY
57427,Brown County,BROWN COUNTY
57428,Edmunds County,EDMUNDS COUNTY
57429,Spink County,SPINK COUNTY
57430,Marshall County,MARSHALL COUNTY
57432,Brown County,BROWN COUNTY
57433,Brown County,BROWN COUNTY
57434,Spink County,SPINK COUNTY
57435,Faulk County,FAULK COUNTY
57436,Spink County,SPINK COUNTY
57437,McPherson County,MCPHERSON COUNTY
57438,Faulk County,FAULK COUNTY
57439,Brown County,BROWN COUNTY
57440,Spink County,SPINK COUNTY
57441,Brown County,BROWN COUNTY
57442,Potter County,POTTER COUNTY
57445,Brown County,BROWN COUNTY
57446,Brown County,BROWN COUNTY
57448,Edmunds County,EDMUNDS COUNTY
57449,Brown County,BROWN COUNTY
57450,Potter County,POTTER COUNTY
57451,Edmunds County,EDMUNDS COUNTY
57452,Walworth County,WALWORTH COUNTY
57454,Marshall County,MARSHALL COUNTY
57455,Potter County,POTTER COUNTY
57456,McPherson County,MCPHERSON COUNTY
57457,McPherson County,MCPHERSON COUNTY
57460,Brown County,BROWN COUNTY
57461,Spink County,SPINK COUNTY
57465,Spink County,SPINK COUNTY
57466,Faulk County,FAULK COUNTY
57467,Hand County,HAND COUNTY
57468,Day County,DAY COUNTY
57469,Spink County,SPINK COUNTY
57470,Faulk County,FAULK COUNTY
57471,Edmunds County,EDMUNDS COUNTY
57472,Walworth County,WALWORTH COUNTY
57473,Faulk County,FAULK COUNTY
57474,Brown County,BROWN COUNTY
57475,Potter County,POTTER COUNTY
57476,Spink County,SPINK COUNTY
57477,Spink County,SPINK COUNTY
57479,Brown County,BROWN COUNTY
57481,Brown County,BROWN COUNTY
57501,Hughes County,HUGHES COUNTY
57520,Sully County,SULLY COUNTY
57521,Jackson County,JACKSON COUNTY
57522,Hughes County,HUGHES COUNTY
57523,Gregory County,GREGORY COUNTY
57528,Tripp County,TRIPP COUNTY
57529,Gregory County,GREGORY COUNTY
57531,Jones County,JONES COUNTY
57532,Stanley County,STANLEY COUNTY
57533,Gregory County,GREGORY COUNTY
57534,Tripp County,TRIPP COUNTY
57536,Hughes County,HUGHES COUNTY
57537,Stanley County,STANLEY COUNTY
57538,Gregory County,GREGORY COUNTY
57540,Hyde County,HYDE COUNTY
57541,Tripp County,TRIPP COUNTY
57543,Jackson County,JACKSON COUNTY
57544,Lyman County,LYMAN COUNTY
57547,Jackson County,JACKSON COUNTY
57548,Lyman County,LYMAN COUNTY
57551,Bennett County,BENNETT COUNTY
57552,Haakon County,HAAKON COUNTY
57553,Haakon County,HAAKON COUNTY
57555,Todd County,TODD COUNTY
57559,Jones County,JONES COUNTY
57560,Mellette County,MELLETTE COUNTY
57562,Jones County,JONES COUNTY
57563,Todd County,TODD COUNTY
57564,Sully County,SULLY COUNTY
57566,Mellette County,MELLETTE COUNTY
57567,Haakon County,HAAKON COUNTY
57568,Lyman County,LYMAN COUNTY
57569,Lyman County,LYMAN COUNTY
57570,Todd County,TODD COUNTY
57571,Gregory County,GREGORY COUNTY
57572,Todd County,TODD COUNTY
57574,Bennett County,BENNETT COUNTY
57576,Lyman County,LYMAN COUNTY
57577,Jackson County,JACKSON COUNTY
57579,Mellette County,MELLETTE COUNTY
57580,Tripp County,TRIPP COUNTY
57584,Tripp County,TRIPP COUNTY
57585,Mellette County,MELLETTE COUNTY
57601,Walworth County,WALWORTH COUNTY
57620,Perkins County,PERKINS COUNTY
57621,Corson County,CORSON COUNTY
57622,Ziebach County,ZIEBACH COUNTY
57623,Ziebach County,ZIEBACH COUNTY
57625,Dewey County,DEWEY COUNTY
57626,Meade County,MEADE COUNTY
57630,Dewey County,DEWEY COUNTY
57631,Walworth County,WALWORTH COUNTY
57632,Campbell County,CAMPBELL COUNTY
57633,Dewey County,DEWEY COUNTY
57634,Corson County,CORSON COUNTY
57636,Dewey County,DEWEY COUNTY
57638,Perkins County,PERKINS COUNTY
57639,Corson County,CORSON COUNTY
57640,Perkins County,PERKINS COUNTY
57641,Corson County,CORSON COUNTY
57642,Corson County,CORSON COUNTY
57644,Perkins County,PERKINS COUNTY
57645,Grant County,GRANT COUNTY
57646,Campbell County,CAMPBELL COUNTY
57648,Campbell County,CAMPBELL COUNTY
57649,Perkins County,PERKINS COUNTY
57650,Harding County,HARDING COUNTY
57651,Harding County,HARDING COUNTY
57652,Dewey County,DEWEY COUNTY
57656,Dewey County,DEWEY COUNTY
57657,Dewey County,DEWEY COUNTY
57658,Corson County,CORSON COUNTY
57659,Corson County,CORSON COUNTY
57660,Grant County,GRANT COUNTY
57661,Dewey County,DEWEY COUNTY
57701,Pennington County,PENNINGTON COUNTY
57702,Pennington County,PENNINGTON COUNTY
57703,Pennington County,PENNINGTON COUNTY
57706,Meade County,MEADE COUNTY
57709,Pennington County,PENNINGTON COUNTY
57714,Bennett County,BENNETT COUNTY
57716,Shannon County,SHANNON COUNTY
57717,Butte County,BUTTE COUNTY
57718,Meade County,MEADE COUNTY
57719,Pennington County,PENNINGTON COUNTY
57720,Harding County,HARDING COUNTY
57722,Custer County,CUSTER COUNTY
57724,Harding County,HARDING COUNTY
57725,Pennington County,PENNINGTON COUNTY
57730,Custer County,CUSTER COUNTY
57732,Lawrence County,LAWRENCE COUNTY
57735,Fall River County,FALL RIVER COUNTY
57737,Meade County,MEADE COUNTY
57738,Custer County,CUSTER COUNTY
57741,Meade County,MEADE COUNTY
57744,Custer County,CUSTER COUNTY
57745,Pennington County,PENNINGTON COUNTY
57747,Fall River County,FALL RIVER COUNTY
57748,Meade County,MEADE COUNTY
57750,Jackson County,JACKSON COUNTY
57751,Pennington County,PENNINGTON COUNTY
57752,Shannon County,SHANNON COUNTY
57754,Lawrence County,LAWRENCE COUNTY
57755,Harding County,HARDING COUNTY
57756,Shannon County,SHANNON COUNTY
57758,Meade County,MEADE COUNTY
57759,Lawrence County,LAWRENCE COUNTY
57760,Butte County,BUTTE COUNTY
57761,Pennington County,PENNINGTON COUNTY
57762,Butte County,BUTTE COUNTY
57763,Fall River County,FALL RIVER COUNTY
57764,Shannon County,SHANNON COUNTY
57766,Fall River County,FALL RIVER COUNTY
57767,Pennington County,PENNINGTON COUNTY
57769,Meade County,MEADE COUNTY
57770,Shannon County,SHANNON COUNTY
57772,Shannon County,SHANNON COUNTY
57773,Custer County,CUSTER COUNTY
57775,Pennington County,PENNINGTON COUNTY
57776,Harding County,HARDING COUNTY
57779,Lawrence County,LAWRENCE COUNTY
57780,Pennington County,PENNINGTON COUNTY
57782,Fall River County,FALL RIVER COUNTY
57783,Lawrence County,LAWRENCE COUNTY
57785,Meade County,MEADE COUNTY
57787,Meade County,MEADE COUNTY
57788,Butte County,BUTTE COUNTY
57790,Pennington County,PENNINGTON COUNTY
57791,Pennington County,PENNINGTON COUNTY
57792,Meade County,MEADE COUNTY
57793,Lawrence County,LAWRENCE COUNTY
57794,Shannon County,SHANNON COUNTY
57799,Lawrence County,LAWRENCE COUNTY
58001,Richland County,RICHLAND COUNTY
58002,Cass County,CASS COUNTY
58004,Cass County,CASS COUNTY
58005,Cass County,CASS COUNTY
58006,Cass County,CASS COUNTY
58007,Cass County,CASS COUNTY
58008,Richland County,RICHLAND COUNTY
58009,Traill County,TRAILL COUNTY
58011,Cass County,CASS COUNTY
58012,Cass County,CASS COUNTY
58013,Sargent County,SARGENT COUNTY
58015,Richland County,RICHLAND COUNTY
58016,Traill County,TRAILL COUNTY
58017,Sargent County,SARGENT COUNTY
58018,Richland County,RICHLAND COUNTY
58021,Cass County,CASS COUNTY
58027,Ransom County,RANSOM COUNTY
58029,Cass County,CASS COUNTY
58030,Richland County,RICHLAND COUNTY
58031,Barnes County,BARNES COUNTY
58032,Sargent County,SARGENT COUNTY
58033,Ransom County,RANSOM COUNTY
58035,Traill County,TRAILL COUNTY
58036,Cass County,CASS COUNTY
58038,Cass County,CASS COUNTY
58040,Sargent County,SARGENT COUNTY
58041,Richland County,RICHLAND COUNTY
58042,Cass County,CASS COUNTY
58043,Sargent County,SARGENT COUNTY
58045,Traill County,TRAILL COUNTY
58046,Steele County,STEELE COUNTY
58047,Cass County,CASS COUNTY
58048,Cass County,CASS COUNTY
58049,Barnes County,BARNES COUNTY
58051,Cass County,CASS COUNTY
58052,Cass County,CASS COUNTY
58053,Richland County,RICHLAND COUNTY
58054,Ransom County,RANSOM COUNTY
58056,Steele County,STEELE COUNTY
58057,Richland County,RICHLAND COUNTY
58058,Richland County,RICHLAND COUNTY
58059,Cass County,CASS COUNTY
58060,Sargent County,SARGENT COUNTY
58061,Richland County,RICHLAND COUNTY
58062,Barnes County,BARNES COUNTY
58063,Barnes County,BARNES COUNTY
58064,Cass County,CASS COUNTY
58065,Barnes County,BARNES COUNTY
58067,Sargent County,SARGENT COUNTY
58068,Ransom County,RANSOM COUNTY
58069,Sargent County,SARGENT COUNTY
58071,Cass County,CASS COUNTY
58072,Barnes County,BARNES COUNTY
58074,Richland County,RICHLAND COUNTY
58075,Richland County,RICHLAND COUNTY
58076,Richland County,RICHLAND COUNTY
58077,Richland County,RICHLAND COUNTY
58078,Cass County,CASS COUNTY
58079,Cass County,CASS COUNTY
58081,Richland County,RICHLAND COUNTY
58102,Cass County,CASS COUNTY
58103,Cass County,CASS COUNTY
58104,Cass County,CASS COUNTY
58105,Cass County,CASS COUNTY
58106,Cass County,CASS COUNTY
58107,Cass County,CASS COUNTY
58108,Cass County,CASS COUNTY
58109,Cass County,CASS COUNTY
58121,Cass County,CASS COUNTY
58122,Cass County,CASS COUNTY
58124,Cass County,CASS COUNTY
58125,Cass County,CASS COUNTY
58126,Cass County,CASS COUNTY
58201,Grand Forks County,GRAND FORKS COUNTY
58202,Grand Forks County,GRAND FORKS COUNTY
58203,Grand Forks County,GRAND FORKS COUNTY
58204,Grand Forks County,GRAND FORKS COUNTY
58205,Grand Forks County,GRAND FORKS COUNTY
58206,Grand Forks County,GRAND FORKS COUNTY
58207,Grand Forks County,GRAND FORKS COUNTY
58208,Grand Forks County,GRAND FORKS COUNTY
58210,Walsh County,WALSH COUNTY
58212,Nelson County,NELSON COUNTY
58214,Grand Forks County,GRAND FORKS COUNTY
58216,Pembina County,PEMBINA COUNTY
58218,Traill County,TRAILL COUNTY
58219,Traill County,TRAILL COUNTY
58220,Pembina County,PEMBINA COUNTY
58222,Pembina County,PEMBINA COUNTY
58223,Traill County,TRAILL COUNTY
58224,Nelson County,NELSON COUNTY
58225,Pembina County,PEMBINA COUNTY
58227,Walsh County,WALSH COUNTY
58228,Grand Forks County,GRAND FORKS COUNTY
58229,Walsh County,WALSH COUNTY
58230,Steele County,STEELE COUNTY
58231,Walsh County,WALSH COUNTY
58233,Walsh County,WALSH COUNTY
58235,Grand Forks County,GRAND FORKS COUNTY
58236,Pembina County,PEMBINA COUNTY
58237,Walsh County,WALSH COUNTY
58238,Pembina County,PEMBINA COUNTY
58239,Cavalier County,CAVALIER COUNTY
58240,Traill County,TRAILL COUNTY
58241,Pembina County,PEMBINA COUNTY
58243,Walsh County,WALSH COUNTY
58244,Grand Forks County,GRAND FORKS COUNTY
58249,Cavalier County,CAVALIER COUNTY
58250,Walsh County,WALSH COUNTY
58251,Grand Forks County,GRAND FORKS COUNTY
58254,Nelson County,NELSON COUNTY
58255,Cavalier County,CAVALIER COUNTY
58256,Grand Forks County,GRAND FORKS COUNTY
58257,Traill County,TRAILL COUNTY
58258,Grand Forks County,GRAND FORKS COUNTY
58259,Nelson County,NELSON COUNTY
58260,Cavalier County,CAVALIER COUNTY
58261,Walsh County,WALSH COUNTY
58262,Pembina County,PEMBINA COUNTY
58265,Pembina County,PEMBINA COUNTY
58266,Grand Forks County,GRAND FORKS COUNTY
58267,Grand Forks County,GRAND FORKS COUNTY
58269,Cavalier County,CAVALIER COUNTY
58270,Walsh County,WALSH COUNTY
58271,Pembina County,PEMBINA COUNTY
58272,Nelson County,NELSON COUNTY
58273,Walsh County,WALSH COUNTY
58274,Traill County,TRAILL COUNTY
58275,Grand Forks County,GRAND FORKS COUNTY
58276,Pembina County,PEMBINA COUNTY
58277,Steele County,STEELE COUNTY
58278,Grand Forks County,GRAND FORKS COUNTY
58281,Cavalier County,CAVALIER COUNTY
58282,Pembina County,PEMBINA COUNTY
58301,Ramsey County,RAMSEY COUNTY
58310,Rolette County,ROLETTE COUNTY
58311,Cavalier County,CAVALIER COUNTY
58313,Pierce County,PIERCE COUNTY
58316,Rolette County,ROLETTE COUNTY
58317,Towner County,TOWNER COUNTY
58318,Bottineau County,BOTTINEAU COUNTY
58319,Wells County,WELLS COUNTY
58321,Ramsey County,RAMSEY COUNTY
58323,Cavalier County,CAVALIER COUNTY
58324,Towner County,TOWNER COUNTY
58325,Ramsey County,RAMSEY COUNTY
58327,Ramsey County,RAMSEY COUNTY
58329,Rolette County,ROLETTE COUNTY
58330,Ramsey County,RAMSEY COUNTY
58331,Towner County,TOWNER COUNTY
58332,Benson County,BENSON COUNTY
58335,Benson County,BENSON COUNTY
58338,Ramsey County,RAMSEY COUNTY
58339,Towner County,TOWNER COUNTY
58341,Wells County,WELLS COUNTY
58343,Benson County,BENSON COUNTY
58344,Nelson County,NELSON COUNTY
58345,Ramsey County,RAMSEY COUNTY
58346,Benson County,BENSON COUNTY
58348,Benson County,BENSON COUNTY
58351,Benson County,BENSON COUNTY
58352,Cavalier County,CAVALIER COUNTY
58353,Rolette County,ROLETTE COUNTY
58355,Cavalier County,CAVALIER COUNTY
58356,Eddy County,EDDY COUNTY
58357,Benson County,BENSON COUNTY
58361,Nelson County,NELSON COUNTY
58362,Ramsey County,RAMSEY COUNTY
58363,Towner County,TOWNER COUNTY
58365,Towner County,TOWNER COUNTY
58366,Rolette County,ROLETTE COUNTY
58367,Rolette County,ROLETTE COUNTY
58368,Pierce County,PIERCE COUNTY
58369,Rolette County,ROLETTE COUNTY
58370,Benson County,BENSON COUNTY
58372,Cavalier County,CAVALIER COUNTY
58374,Eddy County,EDDY COUNTY
58377,Ramsey County,RAMSEY COUNTY
58379,Benson County,BENSON COUNTY
58380,Nelson County,NELSON COUNTY
58381,Eddy County,EDDY COUNTY
58382,Ramsey County,RAMSEY COUNTY
58384,Bottineau County,BOTTINEAU COUNTY
58385,Pierce County,PIERCE COUNTY
58386,Benson County,BENSON COUNTY
58401,Stutsman County,STUTSMAN COUNTY
58402,Stutsman County,STUTSMAN COUNTY
58405,Stutsman County,STUTSMAN COUNTY
58413,McIntosh County,MCINTOSH COUNTY
58415,LaMoure County,LAMOURE COUNTY
58416,Griggs County,GRIGGS COUNTY
58418,Wells County,WELLS COUNTY
58420,Stutsman County,STUTSMAN COUNTY
58421,Foster County,FOSTER COUNTY
58422,Wells County,WELLS COUNTY
58423,Wells County,WELLS COUNTY
58424,Stutsman County,STUTSMAN COUNTY
58425,Griggs County,GRIGGS COUNTY
58426,Stutsman County,STUTSMAN COUNTY
58428,Kidder County,KIDDER COUNTY
58429,Barnes County,BARNES COUNTY
58430,Sheridan County,SHERIDAN COUNTY
58431,LaMoure County,LAMOURE COUNTY
58433,LaMoure County,LAMOURE COUNTY
58436,Dickey County,DICKEY COUNTY
58438,Wells County,WELLS COUNTY
58439,McPherson County,MCPHERSON COUNTY
58440,Logan County,LOGAN COUNTY
58441,Dickey County,DICKEY COUNTY
58442,Logan County,LOGAN COUNTY
58443,Foster County,FOSTER COUNTY
58444,Sheridan County,SHERIDAN COUNTY
58445,Foster County,FOSTER COUNTY
58448,Griggs County,GRIGGS COUNTY
58451,Wells County,WELLS COUNTY
58452,Griggs County,GRIGGS COUNTY
58454,LaMoure County,LAMOURE COUNTY
58455,Stutsman County,STUTSMAN COUNTY
58456,LaMoure County,LAMOURE COUNTY
58458,LaMoure County,LAMOURE COUNTY
58460,McIntosh County,MCINTOSH COUNTY
58461,Barnes County,BARNES COUNTY
58463,Sheridan County,SHERIDAN COUNTY
58464,Foster County,FOSTER COUNTY
58466,LaMoure County,LAMOURE COUNTY
58467,Stutsman County,STUTSMAN COUNTY
58472,Stutsman County,STUTSMAN COUNTY
58474,Dickey County,DICKEY COUNTY
58475,Kidder County,KIDDER COUNTY
58476,Stutsman County,STUTSMAN COUNTY
58477,Burleigh County,BURLEIGH COUNTY
58478,Kidder County,KIDDER COUNTY
58479,Barnes County,BARNES COUNTY
58480,Barnes County,BARNES COUNTY
58481,Barnes County,BARNES COUNTY
58482,Kidder County,KIDDER COUNTY
58483,Stutsman County,STUTSMAN COUNTY
58484,Griggs County,GRIGGS COUNTY
58486,Wells County,WELLS COUNTY
58487,Kidder County,KIDDER COUNTY
58488,Kidder County,KIDDER COUNTY
58490,LaMoure County,LAMOURE COUNTY
58492,Barnes County,BARNES COUNTY
58494,Burleigh County,BURLEIGH COUNTY
58495,McIntosh County,MCINTOSH COUNTY
58496,Stutsman County,STUTSMAN COUNTY
58497,Stutsman County,STUTSMAN COUNTY
58501,Burleigh County,BURLEIGH COUNTY
58502,Burleigh County,BURLEIGH COUNTY
58503,Burleigh County,BURLEIGH COUNTY
58504,Burleigh County,BURLEIGH COUNTY
58505,Burleigh County,BURLEIGH COUNTY
58506,Burleigh County,BURLEIGH COUNTY
58507,Burleigh County,BURLEIGH COUNTY
58520,Morton County,MORTON COUNTY
58521,Burleigh County,BURLEIGH COUNTY
58523,Mercer County,MERCER COUNTY
58524,Emmons County,EMMONS COUNTY
58528,Sioux County,SIOUX COUNTY
58529,Grant County,GRANT COUNTY
58530,Oliver County,OLIVER COUNTY
58531,McLean County,MCLEAN COUNTY
58532,Burleigh County,BURLEIGH COUNTY
58533,Grant County,GRANT COUNTY
58535,Morton County,MORTON COUNTY
58538,Sioux County,SIOUX COUNTY
58540,McLean County,MCLEAN COUNTY
58541,Mercer County,MERCER COUNTY
58542,Emmons County,EMMONS COUNTY
58544,Emmons County,EMMONS COUNTY
58545,Mercer County,MERCER COUNTY
58549,Emmons County,EMMONS COUNTY
58552,Emmons County,EMMONS COUNTY
58554,Morton County,MORTON COUNTY
58558,Burleigh County,BURLEIGH COUNTY
58559,McLean County,MCLEAN COUNTY
58560,Burleigh County,BURLEIGH COUNTY
58561,Logan County,LOGAN COUNTY
58562,Grant County,GRANT COUNTY
58563,Morton County,MORTON COUNTY
58564,Grant County,GRANT COUNTY
58565,McLean County,MCLEAN COUNTY
58566,Morton County,MORTON COUNTY
58568,Sioux County,SIOUX COUNTY
58569,Grant County,GRANT COUNTY
58570,Morton County,MORTON COUNTY
58571,Mercer County,MERCER COUNTY
58572,Burleigh County,BURLEIGH COUNTY
58573,Emmons County,EMMONS COUNTY
58575,McLean County,MCLEAN COUNTY
58576,McLean County,MCLEAN COUNTY
58577,McLean County,MCLEAN COUNTY
58579,McLean County,MCLEAN COUNTY
58580,Mercer County,MERCER COUNTY
58581,McIntosh County,MCINTOSH COUNTY
58601,Stark County,STARK COUNTY
58602,Stark County,STARK COUNTY
58620,Slope County,SLOPE COUNTY
58621,Golden Valley County,GOLDEN VALLEY COUNTY
58622,Stark County,STARK COUNTY
58623,Bowman County,BOWMAN COUNTY
58625,Dunn County,DUNN COUNTY
58626,Dunn County,DUNN COUNTY
58627,Billings County,BILLINGS COUNTY
58630,Stark County,STARK COUNTY
58631,Morton County,MORTON COUNTY
58632,Golden Valley County,GOLDEN VALLEY COUNTY
58634,McKenzie County,MCKENZIE COUNTY
58636,Dunn County,DUNN COUNTY
58638,Morton County,MORTON COUNTY
58639,Adams County,ADAMS COUNTY
58640,Dunn County,DUNN COUNTY
58641,Stark County,STARK COUNTY
58642,Dunn County,DUNN COUNTY
58643,Slope County,SLOPE COUNTY
58644,Dunn County,DUNN COUNTY
58645,Billings County,BILLINGS COUNTY
58646,Hettinger County,HETTINGER COUNTY
