zip,county,COUNTY
17010,Lebanon County,LEBANON COUNTY
17011,Cumberland County,CUMBERLAND COUNTY
17012,Cumberland County,CUMBERLAND COUNTY
17013,Cumberland County,CUMBERLAND COUNTY
17014,Juniata County,JUNIATA COUNTY
17015,Cumberland County,CUMBERLAND COUNTY
17016,Lebanon County,LEBANON COUNTY
17017,Northumberland County,NORTHUMBERLAND COUNTY
17018,Dauphin County,DAUPHIN COUNTY
17019,York County,YORK COUNTY
17020,Perry County,PERRY COUNTY
17021,Juniata County,JUNIATA COUNTY
17022,Lancaster County,LANCASTER COUNTY
17023,Dauphin County,DAUPHIN COUNTY
17024,Perry County,PERRY COUNTY
17025,Cumberland County,CUMBERLAND COUNTY
17026,Lebanon County,LEBANON COUNTY
17027,Cumberland County,CUMBERLAND COUNTY
17028,Dauphin County,DAUPHIN COUNTY
17029,Mifflin County,MIFFLIN COUNTY
17030,Dauphin County,DAUPHIN COUNTY
17032,Dauphin County,DAUPHIN COUNTY
17033,Dauphin County,DAUPHIN COUNTY
17034,Dauphin County,DAUPHIN COUNTY
17035,Juniata County,JUNIATA COUNTY
17036,Dauphin County,DAUPHIN COUNTY
17037,Perry County,PERRY COUNTY
17038,Lebanon County,LEBANON COUNTY
17039,Lebanon County,LEBANON COUNTY
17040,Perry County,PERRY COUNTY
17041,Lebanon County,LEBANON COUNTY
17042,Lebanon County,LEBANON COUNTY
17043,Cumberland County,CUMBERLAND COUNTY
17044,Mifflin County,MIFFLIN COUNTY
17045,Perry County,PERRY COUNTY
17046,Lebanon County,LEBANON COUNTY
17047,Perry County,PERRY COUNTY
17048,Dauphin County,DAUPHIN COUNTY
17049,Juniata County,JUNIATA COUNTY
17050,Cumberland County,CUMBERLAND COUNTY
17051,Mifflin County,MIFFLIN COUNTY
17052,Huntingdon County,HUNTINGDON COUNTY
17053,Perry County,PERRY COUNTY
17054,Mifflin County,MIFFLIN COUNTY
17055,Cumberland County,CUMBERLAND COUNTY
17056,Juniata County,JUNIATA COUNTY
17057,Dauphin County,DAUPHIN COUNTY
17058,Juniata County,JUNIATA COUNTY
17059,Juniata County,JUNIATA COUNTY
17060,Huntingdon County,HUNTINGDON COUNTY
17061,Dauphin County,DAUPHIN COUNTY
17062,Perry County,PERRY COUNTY
17063,Mifflin County,MIFFLIN COUNTY
17064,Lebanon County,LEBANON COUNTY
17065,Cumberland County,CUMBERLAND COUNTY
17066,Huntingdon County,HUNTINGDON COUNTY
17067,Lebanon County,LEBANON COUNTY
17068,Perry County,PERRY COUNTY
17069,Perry County,PERRY COUNTY
17070,Cumberland County,CUMBERLAND COUNTY
17071,Perry County,PERRY COUNTY
17072,Cumberland County,CUMBERLAND COUNTY
17073,Lebanon County,LEBANON COUNTY
17074,Perry County,PERRY COUNTY
17075,Mifflin County,MIFFLIN COUNTY
17076,Juniata County,JUNIATA COUNTY
17077,Lebanon County,LEBANON COUNTY
17078,Lebanon County,LEBANON COUNTY
17080,Dauphin County,DAUPHIN COUNTY
17081,Cumberland County,CUMBERLAND COUNTY
17082,Juniata County,JUNIATA COUNTY
17083,Lebanon County,LEBANON COUNTY
17084,Mifflin County,MIFFLIN COUNTY
17085,Lebanon County,LEBANON COUNTY
17086,Juniata County,JUNIATA COUNTY
17087,Lebanon County,LEBANON COUNTY
17088,Lebanon County,LEBANON COUNTY
17089,Cumberland County,CUMBERLAND COUNTY
17090,Perry County,PERRY COUNTY
17091,Lebanon County,LEBANON COUNTY
17093,Cumberland County,CUMBERLAND COUNTY
17094,Juniata County,JUNIATA COUNTY
17097,Dauphin County,DAUPHIN COUNTY
17098,Dauphin County,DAUPHIN COUNTY
17099,Mifflin County,MIFFLIN COUNTY
17101,Dauphin County,DAUPHIN COUNTY
17102,Dauphin County,DAUPHIN COUNTY
17103,Dauphin County,DAUPHIN COUNTY
17104,Dauphin County,DAUPHIN COUNTY
17105,Dauphin County,DAUPHIN COUNTY
17106,Dauphin County,DAUPHIN COUNTY
17107,Dauphin County,DAUPHIN COUNTY
17108,Dauphin County,DAUPHIN COUNTY
17109,Dauphin County,DAUPHIN COUNTY
17110,Dauphin County,DAUPHIN COUNTY
17111,Dauphin County,DAUPHIN COUNTY
17112,Dauphin County,DAUPHIN COUNTY
17113,Dauphin County,DAUPHIN COUNTY
17120,Dauphin County,DAUPHIN COUNTY
17121,Dauphin County,DAUPHIN COUNTY
17122,Dauphin County,DAUPHIN COUNTY
17123,Dauphin County,DAUPHIN COUNTY
17124,Dauphin County,DAUPHIN COUNTY
17125,Dauphin County,DAUPHIN COUNTY
17126,Dauphin County,DAUPHIN COUNTY
17127,Dauphin County,DAUPHIN COUNTY
17128,Dauphin County,DAUPHIN COUNTY
17129,Dauphin County,DAUPHIN COUNTY
17130,Dauphin County,DAUPHIN COUNTY
17140,Dauphin County,DAUPHIN COUNTY
17177,Dauphin County,DAUPHIN COUNTY
17201,Franklin County,FRANKLIN COUNTY
17202,Franklin County,FRANKLIN COUNTY
17210,Franklin County,FRANKLIN COUNTY
17211,Bedford County,BEDFORD COUNTY
17212,Fulton County,FULTON COUNTY
17213,Huntingdon County,HUNTINGDON COUNTY
17214,Franklin County,FRANKLIN COUNTY
17215,Fulton County,FULTON COUNTY
17217,Franklin County,FRANKLIN COUNTY
17219,Franklin County,FRANKLIN COUNTY
17220,Franklin County,FRANKLIN COUNTY
17221,Franklin County,FRANKLIN COUNTY
17222,Franklin County,FRANKLIN COUNTY
17223,Fulton County,FULTON COUNTY
17224,Franklin County,FRANKLIN COUNTY
17225,Franklin County,FRANKLIN COUNTY
17228,Fulton County,FULTON COUNTY
17229,Fulton County,FULTON COUNTY
17231,Franklin County,FRANKLIN COUNTY
17232,Franklin County,FRANKLIN COUNTY
17233,Fulton County,FULTON COUNTY
17235,Franklin County,FRANKLIN COUNTY
17236,Franklin County,FRANKLIN COUNTY
17237,Franklin County,FRANKLIN COUNTY
17238,Fulton County,FULTON COUNTY
17239,Huntingdon County,HUNTINGDON COUNTY
17240,Cumberland County,CUMBERLAND COUNTY
17241,Cumberland County,CUMBERLAND COUNTY
17243,Huntingdon County,HUNTINGDON COUNTY
17244,Franklin County,FRANKLIN COUNTY
17246,Franklin County,FRANKLIN COUNTY
17247,Franklin County,FRANKLIN COUNTY
17249,Huntingdon County,HUNTINGDON COUNTY
17250,Franklin County,FRANKLIN COUNTY
17251,Franklin County,FRANKLIN COUNTY
17252,Franklin County,FRANKLIN COUNTY
17253,Huntingdon County,HUNTINGDON COUNTY
17254,Franklin County,FRANKLIN COUNTY
17255,Huntingdon County,HUNTINGDON COUNTY
17256,Franklin County,FRANKLIN COUNTY
17257,Cumberland County,CUMBERLAND COUNTY
17260,Huntingdon County,HUNTINGDON COUNTY
17261,Franklin County,FRANKLIN COUNTY
17262,Franklin County,FRANKLIN COUNTY
17263,Franklin County,FRANKLIN COUNTY
17264,Huntingdon County,HUNTINGDON COUNTY
17265,Franklin County,FRANKLIN COUNTY
17266,Cumberland County,CUMBERLAND COUNTY
17267,Fulton County,FULTON COUNTY
17268,Franklin County,FRANKLIN COUNTY
17270,Franklin County,FRANKLIN COUNTY
17271,Franklin County,FRANKLIN COUNTY
17272,Franklin County,FRANKLIN COUNTY
17301,Adams County,ADAMS COUNTY
17302,York County,YORK COUNTY
17303,Adams County,ADAMS COUNTY
17304,Adams County,ADAMS COUNTY
17306,Adams County,ADAMS COUNTY
17307,Adams County,ADAMS COUNTY
17309,York County,YORK COUNTY
17310,Adams County,ADAMS COUNTY
17311,York County,YORK COUNTY
17312,York County,YORK COUNTY
17313,York County,YORK COUNTY
17314,York County,YORK COUNTY
17315,York County,YORK COUNTY
17316,Adams County,ADAMS COUNTY
17317,York County,YORK COUNTY
17318,York County,YORK COUNTY
17319,York County,YORK COUNTY
17320,Adams County,ADAMS COUNTY
17321,York County,YORK COUNTY
17322,York County,YORK COUNTY
17323,York County,YORK COUNTY
17324,Cumberland County,CUMBERLAND COUNTY
17325,Adams County,ADAMS COUNTY
17326,Adams County,ADAMS COUNTY
17327,York County,YORK COUNTY
17329,York County,YORK COUNTY
17331,York County,YORK COUNTY
17332,York County,YORK COUNTY
17333,York County,YORK COUNTY
17334,York County,YORK COUNTY
17335,York County,YORK COUNTY
17337,Adams County,ADAMS COUNTY
17339,York County,YORK COUNTY
17340,Adams County,ADAMS COUNTY
17342,York County,YORK COUNTY
17343,Adams County,ADAMS COUNTY
17344,Adams County,ADAMS COUNTY
17345,York County,YORK COUNTY
17347,York County,YORK COUNTY
17349,York County,YORK COUNTY
17350,Adams County,ADAMS COUNTY
17352,York County,YORK COUNTY
17353,Adams County,ADAMS COUNTY
17354,York County,YORK COUNTY
17355,York County,YORK COUNTY
17356,York County,YORK COUNTY
17358,York County,YORK COUNTY
17360,York County,YORK COUNTY
17361,York County,YORK COUNTY
17362,York County,YORK COUNTY
17363,York County,YORK COUNTY
17364,York County,YORK COUNTY
17365,York County,YORK COUNTY
17366,York County,YORK COUNTY
17368,York County,YORK COUNTY
17370,York County,YORK COUNTY
17371,York County,YORK COUNTY
17372,Adams County,ADAMS COUNTY
17375,Adams County,ADAMS COUNTY
17401,York County,YORK COUNTY
17402,York County,YORK COUNTY
17403,York County,YORK COUNTY
17404,York County,YORK COUNTY
17405,York County,YORK COUNTY
17406,York County,YORK COUNTY
17407,York County,YORK COUNTY
17408,York County,YORK COUNTY
17415,York County,YORK COUNTY
17501,Lancaster County,LANCASTER COUNTY
17502,Lancaster County,LANCASTER COUNTY
17503,Lancaster County,LANCASTER COUNTY
17504,Lancaster County,LANCASTER COUNTY
17505,Lancaster County,LANCASTER COUNTY
17506,Lancaster County,LANCASTER COUNTY
17507,Lancaster County,LANCASTER COUNTY
17508,Lancaster County,LANCASTER COUNTY
17509,Lancaster County,LANCASTER COUNTY
17512,Lancaster County,LANCASTER COUNTY
17516,Lancaster County,LANCASTER COUNTY
17517,Lancaster County,LANCASTER COUNTY
17518,Lancaster County,LANCASTER COUNTY
17519,Lancaster County,LANCASTER COUNTY
17520,Lancaster County,LANCASTER COUNTY
17521,Lancaster County,LANCASTER COUNTY
17522,Lancaster County,LANCASTER COUNTY
17527,Lancaster County,LANCASTER COUNTY
17528,Lancaster County,LANCASTER COUNTY
17529,Lancaster County,LANCASTER COUNTY
17532,Lancaster County,LANCASTER COUNTY
17533,Lancaster County,LANCASTER COUNTY
17534,Lancaster County,LANCASTER COUNTY
17535,Lancaster County,LANCASTER COUNTY
17536,Lancaster County,LANCASTER COUNTY
17537,Lancaster County,LANCASTER COUNTY
17538,Lancaster County,LANCASTER COUNTY
17540,Lancaster County,LANCASTER COUNTY
17543,Lancaster County,LANCASTER COUNTY
17545,Lancaster County,LANCASTER COUNTY
17547,Lancaster County,LANCASTER COUNTY
17549,Lancaster County,LANCASTER COUNTY
17550,Lancaster County,LANCASTER COUNTY
17551,Lancaster County,LANCASTER COUNTY
17552,Lancaster County,LANCASTER COUNTY
17554,Lancaster County,LANCASTER COUNTY
17555,Lancaster County,LANCASTER COUNTY
17557,Lancaster County,LANCASTER COUNTY
17560,Lancaster County,LANCASTER COUNTY
17562,Lancaster County,LANCASTER COUNTY
17563,Lancaster County,LANCASTER COUNTY
17564,Lancaster County,LANCASTER COUNTY
17565,Lancaster County,LANCASTER COUNTY
17566,Lancaster County,LANCASTER COUNTY
17567,Lancaster County,LANCASTER COUNTY
17568,Lancaster County,LANCASTER COUNTY
17569,Lancaster County,LANCASTER COUNTY
17570,Lancaster County,LANCASTER COUNTY
17572,Lancaster County,LANCASTER COUNTY
17573,Lancaster County,LANCASTER COUNTY
17575,Lancaster County,LANCASTER COUNTY
17576,Lancaster County,LANCASTER COUNTY
17578,Lancaster County,LANCASTER COUNTY
17579,Lancaster County,LANCASTER COUNTY
17580,Lancaster County,LANCASTER COUNTY
17581,Lancaster County,LANCASTER COUNTY
17582,Lancaster County,LANCASTER COUNTY
17583,Lancaster County,LANCASTER COUNTY
17584,Lancaster County,LANCASTER COUNTY
17585,Lancaster County,LANCASTER COUNTY
17601,Lancaster County,LANCASTER COUNTY
17602,Lancaster County,LANCASTER COUNTY
17603,Lancaster County,LANCASTER COUNTY
17604,Lancaster County,LANCASTER COUNTY
17605,Lancaster County,LANCASTER COUNTY
17606,Lancaster County,LANCASTER COUNTY
17607,Lancaster County,LANCASTER COUNTY
17608,Lancaster County,LANCASTER COUNTY
17611,Lancaster County,LANCASTER COUNTY
17622,Lancaster County,LANCASTER COUNTY
17699,Lancaster County,LANCASTER COUNTY
17701,Lycoming County,LYCOMING COUNTY
17702,Lycoming County,LYCOMING COUNTY
17703,Lycoming County,LYCOMING COUNTY
17705,Lycoming County,LYCOMING COUNTY
17720,Lycoming County,LYCOMING COUNTY
17721,Clinton County,CLINTON COUNTY
17723,Lycoming County,LYCOMING COUNTY
17724,Bradford County,BRADFORD COUNTY
17726,Clinton County,CLINTON COUNTY
17727,Lycoming County,LYCOMING COUNTY
17728,Lycoming County,LYCOMING COUNTY
17729,Clinton County,CLINTON COUNTY
17730,Northumberland County,NORTHUMBERLAND COUNTY
17731,Sullivan County,SULLIVAN COUNTY
17735,Bradford County,BRADFORD COUNTY
17737,Lycoming County,LYCOMING COUNTY
17738,Clinton County,CLINTON COUNTY
17739,Lycoming County,LYCOMING COUNTY
17740,Lycoming County,LYCOMING COUNTY
17742,Lycoming County,LYCOMING COUNTY
17744,Lycoming County,LYCOMING COUNTY
17745,Clinton County,CLINTON COUNTY
17747,Clinton County,CLINTON COUNTY
17748,Clinton County,CLINTON COUNTY
17749,Northumberland County,NORTHUMBERLAND COUNTY
17750,Clinton County,CLINTON COUNTY
17751,Clinton County,CLINTON COUNTY
17752,Lycoming County,LYCOMING COUNTY
17754,Lycoming County,LYCOMING COUNTY
17756,Lycoming County,LYCOMING COUNTY
17758,Sullivan County,SULLIVAN COUNTY
17760,Clinton County,CLINTON COUNTY
17762,Lycoming County,LYCOMING COUNTY
17763,Lycoming County,LYCOMING COUNTY
17764,Clinton County,CLINTON COUNTY
17765,Tioga County,TIOGA COUNTY
17767,Clinton County,CLINTON COUNTY
17768,Sullivan County,SULLIVAN COUNTY
17769,Lycoming County,LYCOMING COUNTY
17771,Lycoming County,LYCOMING COUNTY
17772,Northumberland County,NORTHUMBERLAND COUNTY
17773,Clinton County,CLINTON COUNTY
17774,Lycoming County,LYCOMING COUNTY
17776,Lycoming County,LYCOMING COUNTY
17777,Northumberland County,NORTHUMBERLAND COUNTY
17778,Clinton County,CLINTON COUNTY
17779,Clinton County,CLINTON COUNTY
17801,Northumberland County,NORTHUMBERLAND COUNTY
17810,Union County,UNION COUNTY
17812,Snyder County,SNYDER COUNTY
17813,Snyder County,SNYDER COUNTY
17814,Columbia County,COLUMBIA COUNTY
17815,Columbia County,COLUMBIA COUNTY
17820,Columbia County,COLUMBIA COUNTY
17821,Montour County,MONTOUR COUNTY
17822,Montour County,MONTOUR COUNTY
17823,Northumberland County,NORTHUMBERLAND COUNTY
17824,Northumberland County,NORTHUMBERLAND COUNTY
17827,Snyder County,SNYDER COUNTY
17829,Union County,UNION COUNTY
17830,Northumberland County,NORTHUMBERLAND COUNTY
17831,Snyder County,SNYDER COUNTY
17832,Northumberland County,NORTHUMBERLAND COUNTY
17833,Snyder County,SNYDER COUNTY
17834,Northumberland County,NORTHUMBERLAND COUNTY
17835,Union County,UNION COUNTY
17836,Northumberland County,NORTHUMBERLAND COUNTY
17837,Union County,UNION COUNTY
17839,Columbia County,COLUMBIA COUNTY
17840,Northumberland County,NORTHUMBERLAND COUNTY
17841,Mifflin County,MIFFLIN COUNTY
17842,Snyder County,SNYDER COUNTY
17843,Snyder County,SNYDER COUNTY
17844,Union County,UNION COUNTY
17845,Union County,UNION COUNTY
17846,Columbia County,COLUMBIA COUNTY
17847,Northumberland County,NORTHUMBERLAND COUNTY
17850,Northumberland County,NORTHUMBERLAND COUNTY
17851,Northumberland County,NORTHUMBERLAND COUNTY
17853,Snyder County,SNYDER COUNTY
17855,Union County,UNION COUNTY
17856,Union County,UNION COUNTY
17857,Northumberland County,NORTHUMBERLAND COUNTY
17858,Columbia County,COLUMBIA COUNTY
17859,Columbia County,COLUMBIA COUNTY
17860,Northumberland County,NORTHUMBERLAND COUNTY
17861,Snyder County,SNYDER COUNTY
17862,Snyder County,SNYDER COUNTY
17864,Snyder County,SNYDER COUNTY
17865,Northumberland County,NORTHUMBERLAND COUNTY
17866,Northumberland County,NORTHUMBERLAND COUNTY
17867,Northumberland County,NORTHUMBERLAND COUNTY
17868,Northumberland County,NORTHUMBERLAND COUNTY
17870,Snyder County,SNYDER COUNTY
17872,Northumberland County,NORTHUMBERLAND COUNTY
17876,Snyder County,SNYDER COUNTY
17877,Northumberland County,NORTHUMBERLAND COUNTY
17878,Columbia County,COLUMBIA COUNTY
17880,Union County,UNION COUNTY
17881,Northumberland County,NORTHUMBERLAND COUNTY
17882,Snyder County,SNYDER COUNTY
17883,Union County,UNION COUNTY
17884,Montour County,MONTOUR COUNTY
17885,Union County,UNION COUNTY
17886,Union County,UNION COUNTY
17887,Union County,UNION COUNTY
17888,Columbia County,COLUMBIA COUNTY
17889,Union County,UNION COUNTY
17901,Schuylkill County,SCHUYLKILL COUNTY
17920,Columbia County,COLUMBIA COUNTY
17921,Schuylkill County,SCHUYLKILL COUNTY
17922,Schuylkill County,SCHUYLKILL COUNTY
17923,Schuylkill County,SCHUYLKILL COUNTY
17925,Schuylkill County,SCHUYLKILL COUNTY
17929,Schuylkill County,SCHUYLKILL COUNTY
17930,Schuylkill County,SCHUYLKILL COUNTY
17931,Schuylkill County,SCHUYLKILL COUNTY
17932,Schuylkill County,SCHUYLKILL COUNTY
17933,Schuylkill County,SCHUYLKILL COUNTY
17934,Schuylkill County,SCHUYLKILL COUNTY
17935,Schuylkill County,SCHUYLKILL COUNTY
17936,Schuylkill County,SCHUYLKILL COUNTY
17938,Schuylkill County,SCHUYLKILL COUNTY
17941,Schuylkill County,SCHUYLKILL COUNTY
17942,Schuylkill County,SCHUYLKILL COUNTY
17943,Schuylkill County,SCHUYLKILL COUNTY
17944,Schuylkill County,SCHUYLKILL COUNTY
17945,Columbia County,COLUMBIA COUNTY
17946,Schuylkill County,SCHUYLKILL COUNTY
17948,Schuylkill County,SCHUYLKILL COUNTY
17949,Schuylkill County,SCHUYLKILL COUNTY
17951,Schuylkill County,SCHUYLKILL COUNTY
17952,Schuylkill County,SCHUYLKILL COUNTY
17953,Schuylkill County,SCHUYLKILL COUNTY
17954,Schuylkill County,SCHUYLKILL COUNTY
17957,Schuylkill County,SCHUYLKILL COUNTY
17959,Schuylkill County,SCHUYLKILL COUNTY
17960,Schuylkill County,SCHUYLKILL COUNTY
17961,Schuylkill County,SCHUYLKILL COUNTY
17963,Schuylkill County,SCHUYLKILL COUNTY
17964,Schuylkill County,SCHUYLKILL COUNTY
17965,Schuylkill County,SCHUYLKILL COUNTY
17966,Schuylkill County,SCHUYLKILL COUNTY
17967,Schuylkill County,SCHUYLKILL COUNTY
17968,Schuylkill County,SCHUYLKILL COUNTY
17970,Schuylkill County,SCHUYLKILL COUNTY
17972,Schuylkill County,SCHUYLKILL COUNTY
17974,Schuylkill County,SCHUYLKILL COUNTY
17976,Schuylkill County,SCHUYLKILL COUNTY
17978,Schuylkill County,SCHUYLKILL COUNTY
17979,Schuylkill County,SCHUYLKILL COUNTY
17980,Schuylkill County,SCHUYLKILL COUNTY
17981,Schuylkill County,SCHUYLKILL COUNTY
17982,Schuylkill County,SCHUYLKILL COUNTY
17983,Schuylkill County,SCHUYLKILL COUNTY
17985,Schuylkill County,SCHUYLKILL COUNTY
18001,Lehigh County,LEHIGH COUNTY
18002,Lehigh County,LEHIGH COUNTY
18003,Lehigh County,LEHIGH COUNTY
18010,Northampton County,NORTHAMPTON COUNTY
18011,Lehigh County,LEHIGH COUNTY
18012,Carbon County,CARBON COUNTY
18013,Northampton County,NORTHAMPTON COUNTY
18014,Northampton County,NORTHAMPTON COUNTY
18015,Northampton County,NORTHAMPTON COUNTY
18016,Lehigh County,LEHIGH COUNTY
18017,Northampton County,NORTHAMPTON COUNTY
18018,Lehigh County,LEHIGH COUNTY
18020,Northampton County,NORTHAMPTON COUNTY
18025,Northampton County,NORTHAMPTON COUNTY
18030,Carbon County,CARBON COUNTY
18031,Lehigh County,LEHIGH COUNTY
18032,Lehigh County,LEHIGH COUNTY
18034,Lehigh County,LEHIGH COUNTY
18035,Northampton County,NORTHAMPTON COUNTY
18036,Lehigh County,LEHIGH COUNTY
18037,Lehigh County,LEHIGH COUNTY
18038,Northampton County,NORTHAMPTON COUNTY
18039,Bucks County,BUCKS COUNTY
18040,Northampton County,NORTHAMPTON COUNTY
18041,Montgomery County,MONTGOMERY COUNTY
18042,Northampton County,NORTHAMPTON COUNTY
18043,Northampton County,NORTHAMPTON COUNTY
18044,Northampton County,NORTHAMPTON COUNTY
18045,Northampton County,NORTHAMPTON COUNTY
18046,Lehigh County,LEHIGH COUNTY
18049,Lehigh County,LEHIGH COUNTY
18050,Northampton County,NORTHAMPTON COUNTY
18051,Lehigh County,LEHIGH COUNTY
18052,Lehigh County,LEHIGH COUNTY
18053,Lehigh County,LEHIGH COUNTY
18054,Montgomery County,MONTGOMERY COUNTY
18055,Northampton County,NORTHAMPTON COUNTY
18056,Berks County,BERKS COUNTY
18058,Monroe County,MONROE COUNTY
18059,Lehigh County,LEHIGH COUNTY
18060,Lehigh County,LEHIGH COUNTY
18062,Lehigh County,LEHIGH COUNTY
18063,Northampton County,NORTHAMPTON COUNTY
18064,Northampton County,NORTHAMPTON COUNTY
18065,Lehigh County,LEHIGH COUNTY
18066,Lehigh County,LEHIGH COUNTY
18067,Northampton County,NORTHAMPTON COUNTY
18068,Lehigh County,LEHIGH COUNTY
18069,Lehigh County,LEHIGH COUNTY
18070,Montgomery County,MONTGOMERY COUNTY
18071,Carbon County,CARBON COUNTY
18072,Northampton County,NORTHAMPTON COUNTY
18073,Montgomery County,MONTGOMERY COUNTY
18074,Montgomery County,MONTGOMERY COUNTY
18076,Montgomery County,MONTGOMERY COUNTY
18077,Bucks County,BUCKS COUNTY
18078,Lehigh County,LEHIGH COUNTY
18079,Lehigh County,LEHIGH COUNTY
18080,Lehigh County,LEHIGH COUNTY
18081,Bucks County,BUCKS COUNTY
18083,Northampton County,NORTHAMPTON COUNTY
18084,Montgomery County,MONTGOMERY COUNTY
18085,Northampton County,NORTHAMPTON COUNTY
18086,Northampton County,NORTHAMPTON COUNTY
18087,Lehigh County,LEHIGH COUNTY
18088,Northampton County,NORTHAMPTON COUNTY
18091,Northampton County,NORTHAMPTON COUNTY
18092,Lehigh County,LEHIGH COUNTY
18098,Lehigh County,LEHIGH COUNTY
18099,Lehigh County,LEHIGH COUNTY
18101,Lehigh County,LEHIGH COUNTY
18102,Lehigh County,LEHIGH COUNTY
18103,Lehigh County,LEHIGH COUNTY
18104,Lehigh County,LEHIGH COUNTY
18105,Lehigh County,LEHIGH COUNTY
18106,Lehigh County,LEHIGH COUNTY
18109,Lehigh County,LEHIGH COUNTY
18175,Lehigh County,LEHIGH COUNTY
18195,Lehigh County,LEHIGH COUNTY
18201,Luzerne County,LUZERNE COUNTY
18202,Luzerne County,LUZERNE COUNTY
18210,Carbon County,CARBON COUNTY
18211,Schuylkill County,SCHUYLKILL COUNTY
18212,Carbon County,CARBON COUNTY
18214,Schuylkill County,SCHUYLKILL COUNTY
18216,Carbon County,CARBON COUNTY
18218,Schuylkill County,SCHUYLKILL COUNTY
18219,Luzerne County,LUZERNE COUNTY
18220,Schuylkill County,SCHUYLKILL COUNTY
18221,Luzerne County,LUZERNE COUNTY
18222,Luzerne County,LUZERNE COUNTY
18223,Luzerne County,LUZERNE COUNTY
18224,Luzerne County,LUZERNE COUNTY
18225,Luzerne County,LUZERNE COUNTY
18229,Carbon County,CARBON COUNTY
18230,Carbon County,CARBON COUNTY
18231,Schuylkill County,SCHUYLKILL COUNTY
18232,Carbon County,CARBON COUNTY
18234,Luzerne County,LUZERNE COUNTY
18235,Carbon County,CARBON COUNTY
18237,Schuylkill County,SCHUYLKILL COUNTY
18239,Luzerne County,LUZERNE COUNTY
18240,Carbon County,CARBON COUNTY
18241,Schuylkill County,SCHUYLKILL COUNTY
18242,Schuylkill County,SCHUYLKILL COUNTY
18244,Carbon County,CARBON COUNTY
18245,Schuylkill County,SCHUYLKILL COUNTY
18246,Luzerne County,LUZERNE COUNTY
18247,Luzerne County,LUZERNE COUNTY
18248,Schuylkill County,SCHUYLKILL COUNTY
18249,Luzerne County,LUZERNE COUNTY
18250,Carbon County,CARBON COUNTY
18251,Luzerne County,LUZERNE COUNTY
18252,Schuylkill County,SCHUYLKILL COUNTY
18254,Carbon County,CARBON COUNTY
18255,Carbon County,CARBON COUNTY
18256,Luzerne County,LUZERNE COUNTY
18301,Monroe County,MONROE COUNTY
18302,Monroe County,MONROE COUNTY
18320,Monroe County,MONROE COUNTY
18321,Monroe County,MONROE COUNTY
18322,Monroe County,MONROE COUNTY
18323,Monroe County,MONROE COUNTY
18324,Pike County,PIKE COUNTY
18325,Monroe County,MONROE COUNTY
18326,Monroe County,MONROE COUNTY
18327,Monroe County,MONROE COUNTY
18328,Pike County,PIKE COUNTY
18330,Monroe County,MONROE COUNTY
18331,Monroe County,MONROE COUNTY
18332,Monroe County,MONROE COUNTY
18333,Monroe County,MONROE COUNTY
18334,Monroe County,MONROE COUNTY
18335,Monroe County,MONROE COUNTY
18336,Pike County,PIKE COUNTY
18337,Pike County,PIKE COUNTY
18340,Pike County,PIKE COUNTY
18341,Monroe County,MONROE COUNTY
18342,Monroe County,MONROE COUNTY
18343,Northampton County,NORTHAMPTON COUNTY
18344,Monroe County,MONROE COUNTY
18346,Monroe County,MONROE COUNTY
18347,Monroe County,MONROE COUNTY
18348,Monroe County,MONROE COUNTY
18349,Monroe County,MONROE COUNTY
18350,Monroe County,MONROE COUNTY
18351,Northampton County,NORTHAMPTON COUNTY
18352,Monroe County,MONROE COUNTY
18353,Monroe County,MONROE COUNTY
18354,Monroe County,MONROE COUNTY
18355,Monroe County,MONROE COUNTY
18356,Monroe County,MONROE COUNTY
18357,Monroe County,MONROE COUNTY
18360,Monroe County,MONROE COUNTY
18370,Monroe County,MONROE COUNTY
18371,Pike County,PIKE COUNTY
18372,Monroe County,MONROE COUNTY
18373,Pike County,PIKE COUNTY
18403,Lackawanna County,LACKAWANNA COUNTY
18405,Wayne County,WAYNE COUNTY
18407,Lackawanna County,LACKAWANNA COUNTY
18410,Lackawanna County,LACKAWANNA COUNTY
18411,Lackawanna County,LACKAWANNA COUNTY
18413,Susquehanna County,SUSQUEHANNA COUNTY
18414,Lackawanna County,LACKAWANNA COUNTY
18415,Wayne County,WAYNE COUNTY
18416,Lackawanna County,LACKAWANNA COUNTY
18417,Wayne County,WAYNE COUNTY
18419,Wyoming County,WYOMING COUNTY
18420,Lackawanna County,LACKAWANNA COUNTY
18421,Susquehanna County,SUSQUEHANNA COUNTY
18424,Lackawanna County,LACKAWANNA COUNTY
18425,Pike County,PIKE COUNTY
18426,Pike County,PIKE COUNTY
18427,Wayne County,WAYNE COUNTY
18428,Pike County,PIKE COUNTY
18430,Susquehanna County,SUSQUEHANNA COUNTY
18431,Wayne County,WAYNE COUNTY
18433,Lackawanna County,LACKAWANNA COUNTY
18434,Lackawanna County,LACKAWANNA COUNTY
18435,Pike County,PIKE COUNTY
18436,Wayne County,WAYNE COUNTY
18437,Wayne County,WAYNE COUNTY
18438,Wayne County,WAYNE COUNTY
18439,Wayne County,WAYNE COUNTY
18440,Lackawanna County,LACKAWANNA COUNTY
18441,Susquehanna County,SUSQUEHANNA COUNTY
18443,Wayne County,WAYNE COUNTY
18444,Lackawanna County,LACKAWANNA COUNTY
